genome_region,gng_linkage_group,refseq_id,social_bias,social_bias_direction
recombining,lg6,LOC105204075,non-significant,Non-diff
recombining,lg6,LOC105204076,non-significant,Non-diff
recombining,lg6,LOC105204077,non-significant,Non-diff
recombining,lg6,LOC105204079,non-significant,Non-diff
recombining,lg6,LOC105204080,non-significant,Non-diff
recombining,lg6,LOC105204081,non-significant,Non-diff
recombining,lg6,LOC105204082,significant,Poly
recombining,lg6,LOC105204083,non-significant,Non-diff
recombining,lg6,LOC105204084,non-significant,Non-diff
recombining,lg6,LOC105204086,non-significant,Non-diff
recombining,lg6,LOC105204087,non-significant,Non-diff
recombining,lg6,LOC105204088,non-significant,Non-diff
recombining,lg6,LOC105204089,non-significant,Non-diff
recombining,lg6,LOC105204090,non-significant,Non-diff
recombining,lg6,LOC105204091,non-significant,Non-diff
recombining,lg6,LOC105204092,non-significant,Non-diff
recombining,lg6,LOC105204093,non-significant,Non-diff
recombining,lg6,LOC105204094,non-significant,Non-diff
recombining,lg6,LOC105204096,non-significant,Non-diff
recombining,lg6,LOC105204097,non-significant,Non-diff
recombining,lg6,LOC105204098,non-significant,Non-diff
recombining,lg6,LOC105204099,non-significant,Non-diff
recombining,lg6,LOC105204100,non-significant,Non-diff
recombining,lg6,LOC105204102,non-significant,Non-diff
recombining,lg6,LOC105204104,non-significant,Non-diff
recombining,lg6,LOC105204106,non-significant,Non-diff
recombining,lg6,LOC105204107,non-significant,Non-diff
recombining,lg6,LOC105204108,non-significant,Non-diff
recombining,lg6,LOC105204109,non-significant,Non-diff
recombining,lg6,LOC105204110,non-significant,Non-diff
recombining,lg6,LOC105204111,non-significant,Non-diff
recombining,lg6,LOC105204112,non-significant,Non-diff
recombining,lg6,LOC105204114,non-significant,Non-diff
recombining,lg6,LOC105204115,non-significant,Non-diff
recombining,lg6,LOC105204116,non-significant,Non-diff
recombining,lg6,LOC105204117,non-significant,Non-diff
recombining,lg6,LOC105204118,significant,Poly
recombining,lg6,LOC105204119,non-significant,Non-diff
recombining,lg6,LOC105204120,non-significant,Non-diff
recombining,lg6,LOC105204121,non-significant,Non-diff
recombining,lg6,LOC105204122,non-significant,Non-diff
recombining,lg6,LOC105204123,non-significant,Non-diff
recombining,lg6,LOC105204125,non-significant,Non-diff
recombining,lg6,LOC105204126,non-significant,Non-diff
recombining,lg6,Trnad-guc,non-significant,Non-diff
recombining,lg6,Trnag-ucc,non-significant,Non-diff
recombining,lg6,Trnak-cuu,non-significant,Non-diff
recombining,lg6,Trnan-guu,non-significant,Non-diff
recombining,lg6,Trnas-gcu,non-significant,Non-diff
recombining,lg6,Trnav-uac,non-significant,Non-diff
recombining,lg6,Trnaw-cca,non-significant,Non-diff
recombining,lg6,LOC105203767,non-significant,Non-diff
recombining,lg6,LOC105203768,non-significant,Non-diff
recombining,lg6,LOC105203769,non-significant,Non-diff
recombining,lg6,LOC105203770,non-significant,Non-diff
recombining,lg6,LOC105203772,non-significant,Non-diff
recombining,lg6,LOC105203773,non-significant,Non-diff
recombining,lg6,LOC105203774,non-significant,Non-diff
recombining,lg6,LOC105203775,non-significant,Non-diff
recombining,lg6,LOC105203776,non-significant,Non-diff
recombining,lg6,LOC105203778,non-significant,Non-diff
recombining,lg6,LOC105203779,non-significant,Non-diff
recombining,lg6,LOC105203780,non-significant,Non-diff
recombining,lg6,LOC105203781,non-significant,Non-diff
recombining,lg6,LOC105203782,non-significant,Non-diff
recombining,lg6,LOC105203783,non-significant,Non-diff
recombining,lg6,LOC105203784,non-significant,Non-diff
recombining,lg6,LOC105203785,non-significant,Non-diff
recombining,lg6,LOC105203786,non-significant,Non-diff
recombining,lg6,LOC105203787,non-significant,Non-diff
recombining,lg6,LOC105203788,non-significant,Non-diff
recombining,lg6,LOC105203789,non-significant,Non-diff
recombining,lg6,LOC105203790,non-significant,Non-diff
recombining,lg6,LOC105203792,non-significant,Non-diff
recombining,lg6,LOC105203793,non-significant,Non-diff
recombining,lg6,LOC105203794,non-significant,Non-diff
recombining,lg6,LOC105203795,non-significant,Non-diff
recombining,lg6,LOC105203796,non-significant,Non-diff
recombining,lg6,LOC105203797,non-significant,Non-diff
recombining,lg6,LOC105203798,non-significant,Non-diff
recombining,lg6,LOC105203799,non-significant,Non-diff
recombining,lg6,LOC105203800,non-significant,Non-diff
recombining,lg6,LOC105203801,non-significant,Non-diff
recombining,lg6,LOC105203802,non-significant,Non-diff
recombining,lg6,LOC105203803,non-significant,Non-diff
recombining,lg6,LOC105203805,non-significant,Non-diff
recombining,lg6,LOC105203807,non-significant,Non-diff
recombining,lg6,LOC105203808,non-significant,Non-diff
recombining,lg6,LOC105203809,non-significant,Non-diff
recombining,lg6,LOC105203810,non-significant,Non-diff
recombining,lg6,LOC105203811,non-significant,Non-diff
recombining,lg6,LOC105203812,non-significant,Non-diff
recombining,lg6,LOC105203814,non-significant,Non-diff
recombining,lg6,LOC105203815,non-significant,Non-diff
recombining,lg6,LOC105203816,non-significant,Non-diff
recombining,lg6,LOC105203817,significant,Poly
recombining,lg6,LOC105203818,non-significant,Non-diff
recombining,lg6,LOC105203819,non-significant,Non-diff
recombining,lg6,LOC105203820,significant,Poly
recombining,lg6,LOC105203821,significant,Poly
recombining,lg6,LOC105203822,significant,Poly
recombining,lg6,LOC105203824,significant,Poly
recombining,lg6,LOC105203825,non-significant,Non-diff
recombining,lg6,LOC105203826,non-significant,Non-diff
recombining,lg6,LOC105203827,significant,Poly
recombining,lg6,LOC105203828,significant,Poly
recombining,lg6,LOC105203829,non-significant,Non-diff
recombining,lg6,LOC105203830,non-significant,Non-diff
recombining,lg6,LOC105203831,non-significant,Non-diff
recombining,lg6,LOC105203832,non-significant,Non-diff
recombining,lg6,LOC105203833,significant,Poly
recombining,lg6,LOC105203835,non-significant,Non-diff
recombining,lg6,LOC105203836,non-significant,Non-diff
recombining,lg6,LOC105203837,non-significant,Non-diff
recombining,lg6,LOC105203838,significant,Poly
recombining,lg6,LOC105203839,non-significant,Non-diff
recombining,lg6,LOC105203840,non-significant,Non-diff
recombining,lg6,LOC105203842,non-significant,Non-diff
recombining,lg6,LOC105203843,non-significant,Non-diff
recombining,lg6,LOC105203844,non-significant,Non-diff
recombining,lg6,LOC105203845,non-significant,Non-diff
recombining,lg6,LOC105203846,non-significant,Non-diff
recombining,lg6,LOC105203847,non-significant,Non-diff
recombining,lg6,LOC105203848,significant,Poly
recombining,lg6,LOC105203849,non-significant,Non-diff
recombining,lg6,LOC105203850,non-significant,Non-diff
recombining,lg6,LOC105203852,non-significant,Non-diff
recombining,lg6,LOC105203853,non-significant,Non-diff
recombining,lg6,LOC105203854,non-significant,Non-diff
recombining,lg6,LOC105203855,non-significant,Non-diff
recombining,lg6,LOC105203856,non-significant,Non-diff
recombining,lg6,LOC105203857,non-significant,Non-diff
recombining,lg6,LOC105203858,non-significant,Non-diff
recombining,lg6,LOC105203859,non-significant,Non-diff
recombining,lg6,LOC105203860,non-significant,Non-diff
recombining,lg6,LOC105203861,non-significant,Non-diff
recombining,lg6,LOC105203862,non-significant,Non-diff
recombining,lg6,LOC105203863,non-significant,Non-diff
recombining,lg6,LOC105203864,non-significant,Non-diff
recombining,lg6,LOC105203865,non-significant,Non-diff
recombining,lg6,LOC105203866,significant,Poly
recombining,lg6,LOC105203868,non-significant,Non-diff
recombining,lg6,LOC105203869,non-significant,Non-diff
recombining,lg6,LOC105203870,non-significant,Non-diff
recombining,lg6,LOC105203871,non-significant,Non-diff
recombining,lg6,LOC105203872,non-significant,Non-diff
recombining,lg6,LOC105203873,non-significant,Non-diff
recombining,lg6,LOC105203874,significant,Poly
recombining,lg6,LOC105203875,non-significant,Non-diff
recombining,lg6,LOC105203876,non-significant,Non-diff
recombining,lg6,LOC105203877,non-significant,Non-diff
recombining,lg6,Trnal-cag,non-significant,Non-diff
recombining,lg6,LOC105202510,non-significant,Non-diff
recombining,lg6,LOC105202511,non-significant,Non-diff
recombining,lg6,LOC105202512,non-significant,Non-diff
recombining,lg6,LOC105202513,non-significant,Non-diff
recombining,lg6,LOC105202514,non-significant,Non-diff
recombining,lg6,LOC105202515,non-significant,Non-diff
recombining,lg6,LOC105202516,non-significant,Non-diff
recombining,lg6,LOC105202517,non-significant,Non-diff
recombining,lg6,LOC105202518,non-significant,Non-diff
recombining,lg6,LOC105202519,non-significant,Non-diff
recombining,lg6,LOC105202520,non-significant,Non-diff
recombining,lg6,LOC105202522,non-significant,Non-diff
recombining,lg6,LOC105193727,non-significant,Non-diff
recombining,lg6,LOC105193728,non-significant,Non-diff
recombining,lg6,LOC105193730,non-significant,Non-diff
recombining,lg6,LOC105193731,non-significant,Non-diff
recombining,lg6,LOC105193732,non-significant,Non-diff
recombining,lg6,LOC105193733,non-significant,Non-diff
recombining,lg6,LOC105193734,non-significant,Non-diff
recombining,lg6,LOC105193735,non-significant,Non-diff
recombining,lg6,LOC105193737,non-significant,Non-diff
recombining,lg6,LOC105193738,non-significant,Non-diff
recombining,lg6,LOC105193739,non-significant,Non-diff
recombining,lg6,LOC105193740,non-significant,Non-diff
recombining,lg6,LOC105193741,non-significant,Non-diff
recombining,lg6,LOC105193742,non-significant,Non-diff
recombining,lg6,LOC105193743,non-significant,Non-diff
recombining,lg6,LOC105193744,non-significant,Non-diff
recombining,lg6,LOC105193745,non-significant,Non-diff
recombining,lg6,LOC105193747,non-significant,Non-diff
recombining,lg6,LOC105200472,non-significant,Non-diff
recombining,lg6,LOC105200473,non-significant,Non-diff
recombining,lg6,LOC105200474,non-significant,Non-diff
recombining,lg6,LOC105200476,non-significant,Non-diff
recombining,lg6,LOC105200477,non-significant,Non-diff
recombining,lg6,LOC105200478,non-significant,Non-diff
recombining,lg6,LOC105200479,non-significant,Non-diff
recombining,lg6,LOC105200480,non-significant,Non-diff
recombining,lg6,LOC105200481,non-significant,Non-diff
recombining,lg6,LOC105200483,non-significant,Non-diff
recombining,lg6,LOC105200484,non-significant,Non-diff
recombining,lg6,LOC105200485,non-significant,Non-diff
recombining,lg6,LOC105200486,non-significant,Non-diff
recombining,lg6,LOC105200487,non-significant,Non-diff
recombining,lg6,LOC105200488,non-significant,Non-diff
recombining,lg6,LOC105200489,non-significant,Non-diff
recombining,lg6,LOC105200490,non-significant,Non-diff
recombining,lg6,LOC105200492,non-significant,Non-diff
recombining,lg6,LOC105200493,non-significant,Non-diff
recombining,lg6,LOC105200494,non-significant,Non-diff
recombining,lg6,LOC105200495,non-significant,Non-diff
recombining,lg6,LOC105200496,non-significant,Non-diff
recombining,lg6,LOC105200497,non-significant,Non-diff
recombining,lg6,LOC105200498,non-significant,Non-diff
recombining,lg6,LOC105200500,non-significant,Non-diff
recombining,lg6,LOC105200501,non-significant,Non-diff
recombining,lg6,LOC105200502,non-significant,Non-diff
recombining,lg6,LOC105200504,non-significant,Non-diff
recombining,lg6,LOC105200505,non-significant,Non-diff
recombining,lg6,LOC105200506,non-significant,Non-diff
recombining,lg6,LOC105200507,non-significant,Non-diff
recombining,lg6,LOC105200508,non-significant,Non-diff
recombining,lg6,LOC105200509,non-significant,Non-diff
recombining,lg6,LOC105200510,non-significant,Non-diff
recombining,lg6,LOC105200511,non-significant,Non-diff
recombining,lg6,LOC105200512,non-significant,Non-diff
recombining,lg6,LOC105200513,non-significant,Non-diff
recombining,lg6,LOC105200514,non-significant,Non-diff
recombining,lg6,LOC105200515,non-significant,Non-diff
recombining,lg6,LOC105200516,non-significant,Non-diff
recombining,lg6,LOC105200517,non-significant,Non-diff
recombining,lg6,LOC105200518,non-significant,Non-diff
recombining,lg6,LOC105200520,non-significant,Non-diff
recombining,lg6,LOC105200521,non-significant,Non-diff
recombining,lg6,LOC105200522,non-significant,Non-diff
recombining,lg6,LOC105200523,non-significant,Non-diff
recombining,lg6,LOC105200524,non-significant,Non-diff
recombining,lg6,LOC105200526,non-significant,Non-diff
recombining,lg6,LOC105200527,non-significant,Non-diff
recombining,lg6,LOC105200528,non-significant,Non-diff
recombining,lg6,LOC105200529,non-significant,Non-diff
recombining,lg6,LOC105200530,non-significant,Non-diff
recombining,lg6,LOC105200531,non-significant,Non-diff
recombining,lg6,LOC105200532,non-significant,Non-diff
recombining,lg6,LOC105200533,non-significant,Non-diff
recombining,lg6,LOC105200534,non-significant,Non-diff
recombining,lg6,LOC105200536,non-significant,Non-diff
recombining,lg6,LOC105200537,non-significant,Non-diff
recombining,lg6,LOC105200538,non-significant,Non-diff
recombining,lg6,LOC105200539,non-significant,Non-diff
recombining,lg6,LOC105200541,non-significant,Non-diff
recombining,lg6,LOC105200542,non-significant,Non-diff
recombining,lg6,LOC105200543,non-significant,Non-diff
recombining,lg6,LOC105200544,non-significant,Non-diff
recombining,lg6,LOC105200545,non-significant,Non-diff
recombining,lg6,LOC105200546,non-significant,Non-diff
recombining,lg6,LOC105200548,non-significant,Non-diff
recombining,lg6,LOC105200549,non-significant,Non-diff
recombining,lg6,LOC105200550,non-significant,Non-diff
recombining,lg6,LOC105200551,non-significant,Non-diff
recombining,lg6,LOC105200552,non-significant,Non-diff
recombining,lg6,LOC105200553,non-significant,Non-diff
recombining,lg6,LOC105200554,non-significant,Non-diff
recombining,lg6,LOC105200556,non-significant,Non-diff
recombining,lg6,LOC105200557,non-significant,Non-diff
recombining,lg6,LOC105200558,non-significant,Non-diff
recombining,lg6,LOC105200559,non-significant,Non-diff
recombining,lg6,LOC105200560,non-significant,Non-diff
recombining,lg6,LOC105200561,non-significant,Non-diff
recombining,lg6,LOC105200562,non-significant,Non-diff
recombining,lg6,LOC105200563,non-significant,Non-diff
recombining,lg6,LOC105200564,non-significant,Non-diff
recombining,lg6,LOC105200565,non-significant,Non-diff
recombining,lg6,LOC105200566,non-significant,Non-diff
recombining,lg6,LOC105200567,non-significant,Non-diff
recombining,lg6,LOC105200569,significant,Poly
recombining,lg6,LOC105200570,non-significant,Non-diff
recombining,lg6,LOC105200571,non-significant,Non-diff
recombining,lg6,LOC105200572,non-significant,Non-diff
recombining,lg6,LOC105200573,non-significant,Non-diff
recombining,lg6,Trnae-cuc,non-significant,Non-diff
recombining,lg6,Trnal-caa,non-significant,Non-diff
recombining,lg6,Trnav-cac,non-significant,Non-diff
recombining,lg6,LOC105202125,non-significant,Non-diff
recombining,lg6,LOC105202133,non-significant,Non-diff
recombining,lg6,LOC105202141,non-significant,Non-diff
recombining,lg6,LOC105202151,significant,Poly
recombining,lg6,LOC105202177,non-significant,Non-diff
recombining,lg6,LOC105202198,non-significant,Non-diff
recombining,lg6,LOC105202206,non-significant,Non-diff
recombining,lg6,LOC105202230,significant,Poly
recombining,lg6,LOC105202239,significant,Poly
recombining,lg6,LOC105202249,non-significant,Non-diff
recombining,lg6,LOC105202257,non-significant,Non-diff
recombining,lg6,LOC105202283,non-significant,Non-diff
recombining,lg6,LOC105202290,non-significant,Non-diff
recombining,lg6,LOC105202297,non-significant,Non-diff
recombining,lg6,LOC105202306,non-significant,Non-diff
recombining,lg6,LOC105204015,non-significant,Non-diff
recombining,lg6,LOC105204023,non-significant,Non-diff
recombining,lg6,LOC105204029,non-significant,Non-diff
recombining,lg6,LOC105204036,non-significant,Non-diff
recombining,lg6,LOC105204043,non-significant,Non-diff
recombining,lg6,LOC105195890,non-significant,Non-diff
recombining,lg6,LOC105195891,non-significant,Non-diff
recombining,lg6,LOC105195892,non-significant,Non-diff
recombining,lg6,LOC105195893,non-significant,Non-diff
recombining,lg6,LOC105195895,non-significant,Non-diff
recombining,lg6,LOC105195896,non-significant,Non-diff
recombining,lg6,LOC105195897,non-significant,Non-diff
recombining,lg6,LOC105195898,non-significant,Non-diff
recombining,lg6,LOC105204436,non-significant,Non-diff
recombining,lg6,LOC105204437,non-significant,Non-diff
recombining,lg6,LOC105204438,non-significant,Non-diff
recombining,lg6,LOC105204439,non-significant,Non-diff
recombining,lg6,LOC105204440,non-significant,Non-diff
recombining,lg6,LOC105204441,non-significant,Non-diff
recombining,lg6,LOC105204442,non-significant,Non-diff
recombining,lg6,LOC105204443,non-significant,Non-diff
recombining,lg6,LOC105204444,non-significant,Non-diff
recombining,lg6,LOC105204446,non-significant,Non-diff
recombining,lg6,LOC105204447,non-significant,Non-diff
recombining,lg6,LOC105204448,non-significant,Non-diff
recombining,lg6,LOC105204449,non-significant,Non-diff
recombining,lg6,LOC105204450,non-significant,Non-diff
recombining,lg6,LOC105204451,non-significant,Non-diff
recombining,lg6,LOC105204452,non-significant,Non-diff
recombining,lg6,LOC105204453,non-significant,Non-diff
recombining,lg6,LOC105204454,non-significant,Non-diff
recombining,lg6,LOC105204455,non-significant,Non-diff
recombining,lg6,LOC105204456,non-significant,Non-diff
recombining,lg7,LOC105200670,non-significant,Non-diff
recombining,lg7,LOC105200671,non-significant,Non-diff
recombining,lg7,LOC105198612,non-significant,Non-diff
recombining,lg7,LOC105198613,non-significant,Non-diff
recombining,lg7,LOC105198614,non-significant,Non-diff
recombining,lg7,LOC105198615,non-significant,Non-diff
recombining,lg7,LOC105198616,non-significant,Non-diff
recombining,lg7,LOC105198618,non-significant,Non-diff
recombining,lg7,LOC105199675,non-significant,Non-diff
recombining,lg7,LOC105199676,non-significant,Non-diff
recombining,lg7,LOC105199677,non-significant,Non-diff
recombining,lg7,LOC105199678,non-significant,Non-diff
recombining,lg7,LOC105199679,non-significant,Non-diff
recombining,lg7,LOC105199680,non-significant,Non-diff
recombining,lg7,LOC105199682,non-significant,Non-diff
recombining,lg7,LOC105199683,non-significant,Non-diff
recombining,lg7,LOC105199684,non-significant,Non-diff
recombining,lg7,LOC105199685,non-significant,Non-diff
recombining,lg7,LOC105199686,non-significant,Non-diff
recombining,lg7,LOC105199687,non-significant,Non-diff
recombining,lg7,LOC105199526,non-significant,Non-diff
recombining,lg7,LOC105199527,non-significant,Non-diff
recombining,lg7,LOC105199528,non-significant,Non-diff
recombining,lg7,LOC105199529,significant,Mono
recombining,lg7,LOC105199530,non-significant,Non-diff
recombining,lg7,LOC105199532,non-significant,Non-diff
recombining,lg7,LOC105195128,non-significant,Non-diff
recombining,lg7,LOC105195138,non-significant,Non-diff
recombining,lg7,LOC105195148,non-significant,Non-diff
recombining,lg7,LOC105195158,non-significant,Non-diff
recombining,lg7,LOC105195167,non-significant,Non-diff
recombining,lg7,LOC105195174,non-significant,Non-diff
recombining,lg7,LOC105195183,non-significant,Non-diff
recombining,lg7,LOC105199778,non-significant,Non-diff
recombining,lg7,LOC105199779,non-significant,Non-diff
recombining,lg7,LOC105199781,non-significant,Non-diff
recombining,lg7,LOC105199782,non-significant,Non-diff
recombining,lg7,LOC105199783,non-significant,Non-diff
recombining,lg7,LOC105199784,non-significant,Non-diff
recombining,lg7,LOC105199785,non-significant,Non-diff
recombining,lg7,LOC105199787,non-significant,Non-diff
recombining,lg7,LOC105199788,non-significant,Non-diff
recombining,lg7,LOC105199790,non-significant,Non-diff
recombining,lg7,LOC105199791,non-significant,Non-diff
recombining,lg7,LOC105199792,non-significant,Non-diff
recombining,lg7,LOC105199793,non-significant,Non-diff
recombining,lg7,LOC105199794,non-significant,Non-diff
recombining,lg7,LOC105199795,non-significant,Non-diff
recombining,lg7,LOC105199796,non-significant,Non-diff
recombining,lg7,LOC105199798,non-significant,Non-diff
recombining,lg7,LOC105199799,non-significant,Non-diff
recombining,lg7,LOC105199800,non-significant,Non-diff
recombining,lg7,LOC105199801,non-significant,Non-diff
recombining,lg7,LOC105199802,non-significant,Non-diff
recombining,lg7,LOC105199804,non-significant,Non-diff
recombining,lg7,LOC105199805,non-significant,Non-diff
recombining,lg7,LOC105199806,non-significant,Non-diff
recombining,lg7,LOC105199807,non-significant,Non-diff
recombining,lg7,LOC105199808,non-significant,Non-diff
recombining,lg7,LOC105199809,non-significant,Non-diff
recombining,lg7,LOC105199811,non-significant,Non-diff
recombining,lg7,LOC105199812,non-significant,Non-diff
recombining,lg7,LOC105199813,non-significant,Non-diff
recombining,lg7,LOC105199814,non-significant,Non-diff
recombining,lg7,LOC105199815,significant,Poly
recombining,lg7,LOC105199817,non-significant,Non-diff
recombining,lg7,LOC105199818,non-significant,Non-diff
recombining,lg7,LOC105199819,non-significant,Non-diff
recombining,lg7,LOC105199820,non-significant,Non-diff
recombining,lg7,LOC105199821,non-significant,Non-diff
recombining,lg7,LOC105199822,non-significant,Non-diff
recombining,lg7,LOC105199824,non-significant,Non-diff
recombining,lg7,LOC105199825,non-significant,Non-diff
recombining,lg7,LOC105199826,non-significant,Non-diff
recombining,lg7,LOC105199828,non-significant,Non-diff
recombining,lg7,LOC105199829,non-significant,Non-diff
recombining,lg7,LOC105199830,non-significant,Non-diff
recombining,lg7,LOC105204265,significant,Poly
recombining,lg7,LOC105204266,non-significant,Non-diff
recombining,lg7,LOC105201567,significant,Poly
recombining,lg7,LOC105201568,non-significant,Non-diff
recombining,lg7,LOC105200172,non-significant,Non-diff
recombining,lg7,LOC105200173,non-significant,Non-diff
recombining,lg7,LOC105200174,non-significant,Non-diff
recombining,lg7,LOC105200175,non-significant,Non-diff
recombining,lg7,LOC105200176,non-significant,Non-diff
recombining,lg7,LOC105200177,non-significant,Non-diff
recombining,lg7,LOC105200178,non-significant,Non-diff
recombining,lg7,LOC105200179,non-significant,Non-diff
recombining,lg7,LOC105193941,non-significant,Non-diff
recombining,lg7,LOC105193942,non-significant,Non-diff
recombining,lg7,LOC105193943,non-significant,Non-diff
recombining,lg7,LOC105193944,non-significant,Non-diff
recombining,lg7,LOC105193945,non-significant,Non-diff
recombining,lg7,LOC105193946,non-significant,Non-diff
recombining,lg7,LOC105193947,non-significant,Non-diff
recombining,lg7,LOC105193949,non-significant,Non-diff
recombining,lg7,LOC105193950,non-significant,Non-diff
recombining,lg7,LOC105193951,non-significant,Non-diff
recombining,lg7,LOC105193952,non-significant,Non-diff
recombining,lg7,LOC105193953,non-significant,Non-diff
recombining,lg7,LOC105193954,non-significant,Non-diff
recombining,lg7,LOC105193955,non-significant,Non-diff
recombining,lg7,LOC105193956,non-significant,Non-diff
recombining,lg7,LOC105193957,non-significant,Non-diff
recombining,lg7,LOC105193958,non-significant,Non-diff
recombining,lg7,LOC105193960,non-significant,Non-diff
recombining,lg7,LOC105193961,non-significant,Non-diff
recombining,lg7,LOC105193962,non-significant,Non-diff
recombining,lg7,LOC105193963,non-significant,Non-diff
recombining,lg7,LOC105193964,non-significant,Non-diff
recombining,lg7,LOC105193965,non-significant,Non-diff
recombining,lg7,LOC105193966,non-significant,Non-diff
recombining,lg7,LOC105193967,non-significant,Non-diff
recombining,lg7,LOC105193968,non-significant,Non-diff
recombining,lg7,LOC105193969,non-significant,Non-diff
recombining,lg7,LOC105193971,non-significant,Non-diff
recombining,lg7,LOC105193972,non-significant,Non-diff
recombining,lg7,LOC105193973,non-significant,Non-diff
recombining,lg7,LOC105193974,non-significant,Non-diff
recombining,lg7,LOC105193975,non-significant,Non-diff
recombining,lg7,LOC105193976,non-significant,Non-diff
recombining,lg7,LOC105193977,non-significant,Non-diff
recombining,lg7,LOC105193978,non-significant,Non-diff
recombining,lg7,LOC105193979,non-significant,Non-diff
recombining,lg7,LOC105193980,non-significant,Non-diff
recombining,lg7,LOC105193982,non-significant,Non-diff
recombining,lg7,LOC105193983,non-significant,Non-diff
recombining,lg7,LOC105193984,non-significant,Non-diff
recombining,lg7,LOC105193986,non-significant,Non-diff
recombining,lg7,LOC105193987,non-significant,Non-diff
recombining,lg7,LOC105193988,non-significant,Non-diff
recombining,lg7,LOC105193989,non-significant,Non-diff
recombining,lg7,LOC105193990,non-significant,Non-diff
recombining,lg7,LOC105193991,non-significant,Non-diff
recombining,lg7,LOC105193992,non-significant,Non-diff
recombining,lg7,LOC105193994,non-significant,Non-diff
recombining,lg7,LOC105193995,non-significant,Non-diff
recombining,lg7,LOC105193996,non-significant,Non-diff
recombining,lg7,LOC105193997,non-significant,Non-diff
recombining,lg7,LOC105193998,non-significant,Non-diff
recombining,lg7,LOC105202402,non-significant,Non-diff
recombining,lg7,LOC105202403,non-significant,Non-diff
recombining,lg7,LOC105202404,non-significant,Non-diff
recombining,lg7,LOC105202405,non-significant,Non-diff
recombining,lg7,LOC105202406,non-significant,Non-diff
recombining,lg7,LOC105202407,non-significant,Non-diff
recombining,lg7,LOC105202408,non-significant,Non-diff
recombining,lg7,LOC105202409,non-significant,Non-diff
recombining,lg7,LOC105202410,non-significant,Non-diff
recombining,lg7,LOC105202411,non-significant,Non-diff
recombining,lg7,LOC105202412,non-significant,Non-diff
recombining,lg7,LOC105202413,non-significant,Non-diff
recombining,lg7,LOC105202414,non-significant,Non-diff
recombining,lg7,LOC105202415,non-significant,Non-diff
recombining,lg7,LOC105202417,non-significant,Non-diff
recombining,lg7,LOC105202418,non-significant,Non-diff
recombining,lg7,LOC105202419,non-significant,Non-diff
recombining,lg7,LOC105202420,non-significant,Non-diff
recombining,lg7,LOC105202421,non-significant,Non-diff
recombining,lg7,LOC105202422,non-significant,Non-diff
recombining,lg7,LOC105202424,non-significant,Non-diff
recombining,lg7,LOC105202425,significant,Poly
recombining,lg7,LOC105202426,non-significant,Non-diff
recombining,lg7,LOC105202428,non-significant,Non-diff
recombining,lg7,LOC105202434,non-significant,Non-diff
recombining,lg7,LOC105202435,non-significant,Non-diff
recombining,lg7,LOC105202436,non-significant,Non-diff
recombining,lg7,LOC105202437,non-significant,Non-diff
recombining,lg7,LOC105202438,non-significant,Non-diff
recombining,lg7,LOC105202439,non-significant,Non-diff
recombining,lg7,LOC105202440,non-significant,Non-diff
recombining,lg7,Trnaa-ugc,non-significant,Non-diff
recombining,lg7,LOC105205012,non-significant,Non-diff
recombining,lg7,LOC105205013,non-significant,Non-diff
recombining,lg7,LOC105205014,non-significant,Non-diff
recombining,lg7,LOC105205015,non-significant,Non-diff
recombining,lg7,LOC105205017,non-significant,Non-diff
recombining,lg7,LOC105205018,non-significant,Non-diff
recombining,lg7,LOC105205019,non-significant,Non-diff
recombining,lg7,LOC105205020,non-significant,Non-diff
recombining,lg7,LOC105205021,non-significant,Non-diff
recombining,lg7,LOC105205022,non-significant,Non-diff
recombining,lg7,LOC105205023,non-significant,Non-diff
recombining,lg7,LOC105200047,non-significant,Non-diff
recombining,lg7,LOC105200048,non-significant,Non-diff
recombining,lg7,LOC105200050,non-significant,Non-diff
recombining,lg7,LOC105200051,non-significant,Non-diff
recombining,lg7,LOC105200052,non-significant,Non-diff
recombining,lg7,LOC105200053,non-significant,Non-diff
recombining,lg7,LOC105200054,non-significant,Non-diff
recombining,lg7,LOC105200055,non-significant,Non-diff
recombining,lg7,LOC105200056,non-significant,Non-diff
recombining,lg7,LOC105200058,non-significant,Non-diff
recombining,lg7,LOC105200059,non-significant,Non-diff
recombining,lg7,LOC105200060,non-significant,Non-diff
recombining,lg7,LOC105200061,non-significant,Non-diff
recombining,lg7,LOC105200062,non-significant,Non-diff
recombining,lg7,LOC105200063,non-significant,Non-diff
recombining,lg7,LOC105200064,non-significant,Non-diff
recombining,lg7,LOC105200065,non-significant,Non-diff
recombining,lg7,LOC105200066,non-significant,Non-diff
recombining,lg7,LOC105200067,non-significant,Non-diff
recombining,lg7,LOC105200068,non-significant,Non-diff
recombining,lg7,LOC105200069,non-significant,Non-diff
recombining,lg7,LOC105200070,non-significant,Non-diff
recombining,lg7,LOC105200071,non-significant,Non-diff
recombining,lg7,LOC105200072,non-significant,Non-diff
recombining,lg7,LOC105200073,non-significant,Non-diff
recombining,lg7,LOC105200074,non-significant,Non-diff
recombining,lg7,LOC105200075,non-significant,Non-diff
recombining,lg7,LOC105200076,non-significant,Non-diff
recombining,lg7,LOC105200077,non-significant,Non-diff
recombining,lg7,LOC105200078,non-significant,Non-diff
recombining,lg7,LOC105198237,non-significant,Non-diff
recombining,lg7,LOC105198238,non-significant,Non-diff
recombining,lg7,LOC105198239,non-significant,Non-diff
