genome_region,gng_linkage_group,refseq_id,social_bias,social_bias_direction
recombining,lg1,LOC105198619,non-significant,Non-diff
recombining,lg1,LOC105198620,non-significant,Non-diff
recombining,lg1,LOC105198621,non-significant,Non-diff
recombining,lg1,LOC105198622,non-significant,Non-diff
recombining,lg1,LOC105198623,non-significant,Non-diff
recombining,lg1,LOC105198624,non-significant,Non-diff
recombining,lg1,LOC105198625,non-significant,Non-diff
recombining,lg1,LOC105198626,non-significant,Non-diff
recombining,lg1,LOC105198627,non-significant,Non-diff
recombining,lg1,LOC105198628,non-significant,Non-diff
recombining,lg1,LOC105198629,non-significant,Non-diff
recombining,lg1,LOC105198630,non-significant,Non-diff
recombining,lg1,LOC105198631,non-significant,Non-diff
recombining,lg1,LOC105198632,non-significant,Non-diff
recombining,lg1,LOC105198633,non-significant,Non-diff
recombining,lg1,LOC105198634,non-significant,Non-diff
recombining,lg1,LOC105198635,non-significant,Non-diff
recombining,lg1,LOC105198636,non-significant,Non-diff
recombining,lg1,LOC105198637,non-significant,Non-diff
recombining,lg1,LOC105198638,non-significant,Non-diff
recombining,lg1,LOC105198640,non-significant,Non-diff
recombining,lg1,LOC105198641,non-significant,Non-diff
recombining,lg1,LOC105198642,non-significant,Non-diff
recombining,lg1,LOC105198643,non-significant,Non-diff
recombining,lg1,LOC105198644,non-significant,Non-diff
recombining,lg1,LOC105198646,non-significant,Non-diff
recombining,lg1,LOC105198647,non-significant,Non-diff
recombining,lg1,LOC105198648,non-significant,Non-diff
recombining,lg1,LOC105198649,non-significant,Non-diff
recombining,lg1,LOC105198650,non-significant,Non-diff
recombining,lg1,LOC105198651,non-significant,Non-diff
recombining,lg1,LOC105198652,non-significant,Non-diff
recombining,lg1,LOC105198653,non-significant,Non-diff
recombining,lg1,LOC105198654,non-significant,Non-diff
recombining,lg1,LOC105198655,non-significant,Non-diff
recombining,lg1,LOC105198656,non-significant,Non-diff
recombining,lg1,LOC105198657,non-significant,Non-diff
recombining,lg1,LOC105198658,non-significant,Non-diff
recombining,lg1,LOC105198660,non-significant,Non-diff
recombining,lg1,LOC105198661,non-significant,Non-diff
recombining,lg1,LOC105198662,non-significant,Non-diff
recombining,lg1,LOC105198664,non-significant,Non-diff
recombining,lg1,LOC105198665,non-significant,Non-diff
recombining,lg1,LOC105198666,non-significant,Non-diff
recombining,lg1,LOC105198667,non-significant,Non-diff
recombining,lg1,LOC105198668,non-significant,Non-diff
recombining,lg1,LOC105198669,non-significant,Non-diff
recombining,lg1,LOC105198670,non-significant,Non-diff
recombining,lg1,LOC105198672,significant,Poly
recombining,lg1,LOC105198673,non-significant,Non-diff
recombining,lg1,LOC105198674,non-significant,Non-diff
recombining,lg1,LOC105198675,non-significant,Non-diff
recombining,lg1,LOC105198676,non-significant,Non-diff
recombining,lg1,LOC105198677,non-significant,Non-diff
recombining,lg1,LOC105198678,non-significant,Non-diff
recombining,lg1,LOC105198680,non-significant,Non-diff
recombining,lg1,LOC105198681,non-significant,Non-diff
recombining,lg1,LOC105198682,non-significant,Non-diff
recombining,lg1,LOC105198683,non-significant,Non-diff
recombining,lg1,LOC105198684,non-significant,Non-diff
recombining,lg1,LOC105198685,non-significant,Non-diff
recombining,lg1,LOC105198686,non-significant,Non-diff
recombining,lg1,LOC105198688,non-significant,Non-diff
recombining,lg1,LOC105198689,non-significant,Non-diff
recombining,lg1,LOC105198690,non-significant,Non-diff
recombining,lg1,LOC105198691,non-significant,Non-diff
recombining,lg1,LOC105198692,non-significant,Non-diff
recombining,lg1,LOC105198693,non-significant,Non-diff
recombining,lg1,LOC105198694,non-significant,Non-diff
recombining,lg1,LOC105198696,non-significant,Non-diff
recombining,lg1,LOC105198697,non-significant,Non-diff
recombining,lg1,LOC105198698,non-significant,Non-diff
recombining,lg1,LOC105198699,non-significant,Non-diff
recombining,lg1,LOC105198700,non-significant,Non-diff
recombining,lg1,LOC105198701,non-significant,Non-diff
recombining,lg1,LOC105198702,non-significant,Non-diff
recombining,lg1,LOC105198703,non-significant,Non-diff
recombining,lg1,LOC105198704,non-significant,Non-diff
recombining,lg1,LOC105198705,non-significant,Non-diff
recombining,lg1,LOC105198706,non-significant,Non-diff
recombining,lg1,LOC105198707,non-significant,Non-diff
recombining,lg1,LOC105198708,non-significant,Non-diff
recombining,lg1,LOC105198709,non-significant,Non-diff
recombining,lg1,LOC105198710,non-significant,Non-diff
recombining,lg1,LOC105198712,non-significant,Non-diff
recombining,lg1,LOC105198713,non-significant,Non-diff
recombining,lg1,LOC105198714,non-significant,Non-diff
recombining,lg1,LOC105201324,non-significant,Non-diff
recombining,lg1,LOC105201334,non-significant,Non-diff
recombining,lg1,LOC105201337,non-significant,Non-diff
recombining,lg1,LOC105201350,non-significant,Non-diff
recombining,lg1,LOC105201382,non-significant,Non-diff
recombining,lg1,LOC105201391,non-significant,Non-diff
recombining,lg1,LOC105201413,non-significant,Non-diff
recombining,lg1,LOC105201429,non-significant,Non-diff
recombining,lg1,LOC105201437,non-significant,Non-diff
recombining,lg1,LOC105201446,non-significant,Non-diff
recombining,lg1,LOC105201465,non-significant,Non-diff
recombining,lg1,LOC105201486,non-significant,Non-diff
recombining,lg1,LOC105201502,non-significant,Non-diff
recombining,lg1,LOC105201508,non-significant,Non-diff
recombining,lg1,LOC105201524,non-significant,Non-diff
recombining,lg1,LOC105201531,non-significant,Non-diff
recombining,lg1,LOC105201539,non-significant,Non-diff
recombining,lg1,LOC105201550,non-significant,Non-diff
recombining,lg1,LOC105201574,non-significant,Non-diff
recombining,lg1,LOC105201579,non-significant,Non-diff
recombining,lg1,LOC105201588,non-significant,Non-diff
recombining,lg1,LOC105201597,non-significant,Non-diff
recombining,lg1,LOC105201608,non-significant,Non-diff
recombining,lg1,LOC105201670,non-significant,Non-diff
recombining,lg1,LOC105201690,non-significant,Non-diff
recombining,lg1,LOC105201697,non-significant,Non-diff
recombining,lg1,LOC105201720,non-significant,Non-diff
recombining,lg1,LOC105201730,non-significant,Non-diff
recombining,lg1,LOC105201769,non-significant,Non-diff
recombining,lg1,LOC105201780,non-significant,Non-diff
recombining,lg1,LOC105201790,non-significant,Non-diff
recombining,lg1,LOC105201797,non-significant,Non-diff
recombining,lg1,LOC105201803,non-significant,Non-diff
recombining,lg1,LOC105201813,non-significant,Non-diff
recombining,lg1,LOC105201820,non-significant,Non-diff
recombining,lg1,LOC105201830,non-significant,Non-diff
recombining,lg1,LOC105201837,non-significant,Non-diff
recombining,lg1,LOC105201841,non-significant,Non-diff
recombining,lg1,LOC105201844,non-significant,Non-diff
recombining,lg1,LOC105201849,non-significant,Non-diff
recombining,lg1,LOC105201854,non-significant,Non-diff
recombining,lg1,LOC105208064,non-significant,Non-diff
recombining,lg1,LOC105208065,non-significant,Non-diff
recombining,lg1,LOC105208066,non-significant,Non-diff
recombining,lg1,LOC105208067,non-significant,Non-diff
recombining,lg1,LOC105208069,non-significant,Non-diff
recombining,lg1,LOC105208070,non-significant,Non-diff
recombining,lg1,LOC105208071,non-significant,Non-diff
recombining,lg1,LOC105208072,non-significant,Non-diff
recombining,lg1,LOC105208073,non-significant,Non-diff
recombining,lg1,LOC105208074,non-significant,Non-diff
recombining,lg1,LOC105208075,non-significant,Non-diff
recombining,lg1,LOC105208076,non-significant,Non-diff
recombining,lg1,LOC105208077,non-significant,Non-diff
recombining,lg1,LOC105208078,non-significant,Non-diff
recombining,lg1,LOC105208079,non-significant,Non-diff
recombining,lg1,LOC105208080,non-significant,Non-diff
recombining,lg1,LOC105208081,non-significant,Non-diff
recombining,lg1,LOC105208082,non-significant,Non-diff
recombining,lg1,LOC105208083,non-significant,Non-diff
recombining,lg1,LOC105208084,non-significant,Non-diff
recombining,lg1,LOC105208085,non-significant,Non-diff
recombining,lg1,LOC105208086,non-significant,Non-diff
recombining,lg1,LOC105208087,non-significant,Non-diff
recombining,lg1,LOC105208088,non-significant,Non-diff
recombining,lg1,LOC105208090,non-significant,Non-diff
recombining,lg1,LOC105208091,non-significant,Non-diff
recombining,lg1,LOC105208093,non-significant,Non-diff
recombining,lg1,LOC105208094,non-significant,Non-diff
recombining,lg1,LOC105208095,non-significant,Non-diff
recombining,lg1,LOC105208096,non-significant,Non-diff
recombining,lg1,LOC105208097,non-significant,Non-diff
recombining,lg1,LOC105208098,non-significant,Non-diff
recombining,lg1,LOC105208100,non-significant,Non-diff
recombining,lg1,LOC105208101,non-significant,Non-diff
recombining,lg1,LOC105208102,non-significant,Non-diff
recombining,lg1,LOC105208103,non-significant,Non-diff
recombining,lg1,LOC105208104,non-significant,Non-diff
recombining,lg1,LOC105208105,non-significant,Non-diff
recombining,lg1,LOC105208106,non-significant,Non-diff
recombining,lg1,LOC105208108,non-significant,Non-diff
recombining,lg1,LOC105208109,non-significant,Non-diff
recombining,lg1,LOC105208110,non-significant,Non-diff
recombining,lg1,LOC105208111,non-significant,Non-diff
recombining,lg1,LOC105208112,non-significant,Non-diff
recombining,lg1,LOC105208113,non-significant,Non-diff
recombining,lg1,LOC105203609,non-significant,Non-diff
recombining,lg1,LOC105203610,non-significant,Non-diff
recombining,lg1,LOC105203611,non-significant,Non-diff
recombining,lg1,LOC105203612,non-significant,Non-diff
recombining,lg1,LOC105203613,non-significant,Non-diff
recombining,lg1,LOC105203614,non-significant,Non-diff
recombining,lg1,LOC105203616,non-significant,Non-diff
recombining,lg1,LOC105203617,non-significant,Non-diff
recombining,lg1,LOC105203618,non-significant,Non-diff
recombining,lg1,LOC105203619,non-significant,Non-diff
recombining,lg1,LOC105203620,non-significant,Non-diff
recombining,lg1,LOC105203621,non-significant,Non-diff
recombining,lg1,LOC105203622,non-significant,Non-diff
recombining,lg1,LOC105203624,non-significant,Non-diff
recombining,lg1,LOC105203625,significant,Poly
recombining,lg1,LOC105203626,non-significant,Non-diff
recombining,lg1,LOC105203627,non-significant,Non-diff
recombining,lg1,LOC105203628,non-significant,Non-diff
recombining,lg1,LOC105203629,non-significant,Non-diff
recombining,lg1,LOC105203630,non-significant,Non-diff
recombining,lg1,LOC105203632,non-significant,Non-diff
recombining,lg1,LOC105203633,non-significant,Non-diff
recombining,lg1,LOC105203634,non-significant,Non-diff
recombining,lg1,LOC105203635,non-significant,Non-diff
recombining,lg1,LOC105203636,non-significant,Non-diff
recombining,lg1,LOC105203637,non-significant,Non-diff
recombining,lg1,LOC105203638,non-significant,Non-diff
recombining,lg1,LOC105203639,non-significant,Non-diff
recombining,lg1,LOC105203641,non-significant,Non-diff
recombining,lg1,LOC105203642,non-significant,Non-diff
recombining,lg1,LOC105203643,non-significant,Non-diff
recombining,lg1,LOC105203644,non-significant,Non-diff
recombining,lg1,LOC105203645,non-significant,Non-diff
recombining,lg1,LOC105203647,non-significant,Non-diff
recombining,lg1,LOC105203648,non-significant,Non-diff
recombining,lg1,LOC105203649,non-significant,Non-diff
recombining,lg1,LOC105203650,non-significant,Non-diff
recombining,lg1,LOC105203651,non-significant,Non-diff
recombining,lg1,LOC105203652,non-significant,Non-diff
recombining,lg1,LOC105203653,non-significant,Non-diff
recombining,lg1,LOC105203655,non-significant,Non-diff
recombining,lg1,LOC105203656,non-significant,Non-diff
recombining,lg1,LOC105203657,non-significant,Non-diff
recombining,lg1,LOC105203658,non-significant,Non-diff
recombining,lg1,LOC105203659,non-significant,Non-diff
recombining,lg1,LOC105203661,non-significant,Non-diff
recombining,lg1,LOC105203662,non-significant,Non-diff
recombining,lg1,LOC105203663,non-significant,Non-diff
recombining,lg1,LOC105203664,non-significant,Non-diff
recombining,lg1,LOC105203665,non-significant,Non-diff
recombining,lg1,LOC105203666,non-significant,Non-diff
recombining,lg1,LOC105203668,non-significant,Non-diff
recombining,lg1,LOC105203669,non-significant,Non-diff
recombining,lg1,LOC105203670,significant,Poly
recombining,lg1,LOC105203671,non-significant,Non-diff
recombining,lg1,LOC105203672,non-significant,Non-diff
recombining,lg1,LOC105203673,non-significant,Non-diff
recombining,lg1,LOC105203674,non-significant,Non-diff
recombining,lg1,LOC105203675,non-significant,Non-diff
recombining,lg1,LOC105203677,non-significant,Non-diff
recombining,lg1,LOC105203678,non-significant,Non-diff
recombining,lg1,LOC105203679,non-significant,Non-diff
recombining,lg1,LOC105197574,non-significant,Non-diff
recombining,lg1,LOC105197575,non-significant,Non-diff
recombining,lg1,LOC105197577,non-significant,Non-diff
recombining,lg1,LOC105197578,non-significant,Non-diff
recombining,lg1,LOC105197579,non-significant,Non-diff
recombining,lg1,LOC105197581,non-significant,Non-diff
recombining,lg1,LOC105197582,significant,Poly
recombining,lg1,LOC105197583,non-significant,Non-diff
recombining,lg1,LOC105197584,non-significant,Non-diff
recombining,lg1,LOC105197585,non-significant,Non-diff
recombining,lg1,LOC105197586,non-significant,Non-diff
recombining,lg1,LOC105197587,non-significant,Non-diff
recombining,lg1,LOC105197588,non-significant,Non-diff
recombining,lg1,LOC105197589,non-significant,Non-diff
recombining,lg1,LOC105197590,non-significant,Non-diff
recombining,lg1,LOC105197591,non-significant,Non-diff
recombining,lg1,LOC105197592,non-significant,Non-diff
recombining,lg1,LOC105197593,non-significant,Non-diff
recombining,lg1,Trnat-ugu,non-significant,Non-diff
recombining,lg1,LOC105201921,non-significant,Non-diff
recombining,lg1,LOC105201922,non-significant,Non-diff
recombining,lg1,LOC105201923,non-significant,Non-diff
recombining,lg1,LOC105201924,non-significant,Non-diff
recombining,lg1,LOC105201926,non-significant,Non-diff
recombining,lg1,LOC105201927,non-significant,Non-diff
recombining,lg1,LOC105201928,non-significant,Non-diff
recombining,lg1,LOC105201929,non-significant,Non-diff
recombining,lg1,LOC105201930,non-significant,Non-diff
recombining,lg1,LOC105201931,non-significant,Non-diff
recombining,lg1,LOC105201932,non-significant,Non-diff
recombining,lg1,LOC105201934,non-significant,Non-diff
recombining,lg1,LOC105201935,non-significant,Non-diff
recombining,lg1,LOC105201936,non-significant,Non-diff
recombining,lg1,LOC105201937,non-significant,Non-diff
recombining,lg1,LOC105201938,non-significant,Non-diff
recombining,lg1,LOC105201939,non-significant,Non-diff
recombining,lg1,LOC105201941,non-significant,Non-diff
recombining,lg1,LOC105201942,non-significant,Non-diff
recombining,lg1,LOC105201943,non-significant,Non-diff
recombining,lg1,LOC105201944,non-significant,Non-diff
recombining,lg1,LOC105201945,non-significant,Non-diff
recombining,lg1,LOC105201946,non-significant,Non-diff
recombining,lg1,LOC105201947,non-significant,Non-diff
recombining,lg1,LOC105201948,non-significant,Non-diff
recombining,lg1,LOC105201949,non-significant,Non-diff
recombining,lg1,LOC105201950,non-significant,Non-diff
recombining,lg1,LOC105201951,non-significant,Non-diff
recombining,lg1,LOC105201952,non-significant,Non-diff
recombining,lg1,LOC105201954,non-significant,Non-diff
recombining,lg1,LOC105201955,non-significant,Non-diff
recombining,lg1,LOC105201956,non-significant,Non-diff
recombining,lg1,LOC105201957,non-significant,Non-diff
recombining,lg1,LOC105201958,non-significant,Non-diff
recombining,lg1,LOC105201959,non-significant,Non-diff
recombining,lg1,LOC105201960,non-significant,Non-diff
recombining,lg1,LOC105201962,non-significant,Non-diff
recombining,lg1,LOC105201963,non-significant,Non-diff
recombining,lg1,LOC105201964,non-significant,Non-diff
recombining,lg1,LOC105201965,non-significant,Non-diff
recombining,lg1,LOC105201966,non-significant,Non-diff
recombining,lg1,LOC105201967,non-significant,Non-diff
recombining,lg1,LOC105201968,non-significant,Non-diff
recombining,lg1,LOC105201969,non-significant,Non-diff
recombining,lg1,LOC105201971,non-significant,Non-diff
recombining,lg1,LOC105201972,non-significant,Non-diff
recombining,lg1,LOC105201973,non-significant,Non-diff
recombining,lg1,LOC105201974,non-significant,Non-diff
recombining,lg1,LOC105201975,non-significant,Non-diff
recombining,lg1,LOC105201976,non-significant,Non-diff
recombining,lg1,LOC105201977,non-significant,Non-diff
recombining,lg1,LOC105201978,non-significant,Non-diff
recombining,lg1,LOC105201979,non-significant,Non-diff
recombining,lg1,LOC105201980,non-significant,Non-diff
recombining,lg1,LOC105201982,non-significant,Non-diff
recombining,lg1,LOC105201983,non-significant,Non-diff
recombining,lg1,LOC105201984,non-significant,Non-diff
recombining,lg1,LOC105201985,non-significant,Non-diff
recombining,lg1,LOC105201986,non-significant,Non-diff
recombining,lg1,LOC105201987,non-significant,Non-diff
recombining,lg1,LOC105201988,non-significant,Non-diff
recombining,lg1,LOC105201989,non-significant,Non-diff
recombining,lg1,LOC105201990,non-significant,Non-diff
recombining,lg1,LOC105201991,non-significant,Non-diff
recombining,lg1,LOC105201993,non-significant,Non-diff
recombining,lg1,LOC105201994,non-significant,Non-diff
recombining,lg1,LOC105201995,non-significant,Non-diff
recombining,lg1,LOC105201996,non-significant,Non-diff
recombining,lg1,LOC105201997,non-significant,Non-diff
recombining,lg1,LOC105201998,non-significant,Non-diff
recombining,lg1,LOC105202000,non-significant,Non-diff
recombining,lg1,LOC105202001,non-significant,Non-diff
recombining,lg1,LOC105202002,non-significant,Non-diff
recombining,lg1,LOC105202003,non-significant,Non-diff
recombining,lg1,LOC105202004,non-significant,Non-diff
recombining,lg1,LOC105202005,non-significant,Non-diff
recombining,lg1,LOC105202006,non-significant,Non-diff
recombining,lg1,LOC105202007,non-significant,Non-diff
recombining,lg1,LOC105202008,non-significant,Non-diff
recombining,lg1,LOC105202009,non-significant,Non-diff
recombining,lg1,LOC105202010,non-significant,Non-diff
recombining,lg1,LOC105202011,non-significant,Non-diff
recombining,lg1,LOC105202012,non-significant,Non-diff
recombining,lg1,LOC105202013,non-significant,Non-diff
recombining,lg1,LOC105202014,non-significant,Non-diff
recombining,lg1,LOC105202015,non-significant,Non-diff
recombining,lg1,LOC105202016,non-significant,Non-diff
recombining,lg1,LOC105202017,non-significant,Non-diff
recombining,lg1,LOC105202018,non-significant,Non-diff
recombining,lg1,LOC105202019,non-significant,Non-diff
recombining,lg1,LOC105202020,non-significant,Non-diff
recombining,lg1,LOC105202022,non-significant,Non-diff
recombining,lg1,LOC105202023,non-significant,Non-diff
recombining,lg1,LOC105202024,non-significant,Non-diff
recombining,lg1,LOC105202025,non-significant,Non-diff
recombining,lg1,LOC105202026,non-significant,Non-diff
recombining,lg1,LOC105202027,non-significant,Non-diff
recombining,lg1,LOC105202028,non-significant,Non-diff
recombining,lg1,LOC105202029,non-significant,Non-diff
recombining,lg1,LOC105202030,non-significant,Non-diff
recombining,lg1,LOC105202031,non-significant,Non-diff
recombining,lg1,LOC105202032,non-significant,Non-diff
recombining,lg1,LOC105202033,non-significant,Non-diff
recombining,lg1,LOC105202035,non-significant,Non-diff
recombining,lg1,LOC105202036,non-significant,Non-diff
recombining,lg1,LOC105202037,non-significant,Non-diff
recombining,lg1,LOC105202038,non-significant,Non-diff
recombining,lg1,LOC105202039,non-significant,Non-diff
recombining,lg1,LOC105202040,non-significant,Non-diff
recombining,lg1,LOC105202041,non-significant,Non-diff
recombining,lg1,LOC105202042,non-significant,Non-diff
recombining,lg1,LOC105202043,non-significant,Non-diff
recombining,lg1,LOC105202044,non-significant,Non-diff
recombining,lg1,LOC105202046,non-significant,Non-diff
recombining,lg1,LOC105202047,non-significant,Non-diff
recombining,lg1,LOC105202048,non-significant,Non-diff
recombining,lg1,LOC105202049,non-significant,Non-diff
recombining,lg1,LOC105202050,non-significant,Non-diff
recombining,lg1,LOC105202051,non-significant,Non-diff
recombining,lg1,LOC105202052,non-significant,Non-diff
recombining,lg1,LOC105202054,non-significant,Non-diff
recombining,lg1,LOC105202055,non-significant,Non-diff
recombining,lg1,LOC105202056,non-significant,Non-diff
recombining,lg1,LOC105202057,non-significant,Non-diff
recombining,lg1,LOC105202058,non-significant,Non-diff
recombining,lg1,LOC105202059,non-significant,Non-diff
recombining,lg1,LOC105202061,non-significant,Non-diff
recombining,lg1,LOC105202062,non-significant,Non-diff
recombining,lg1,LOC105202063,non-significant,Non-diff
recombining,lg1,LOC105202064,non-significant,Non-diff
recombining,lg1,LOC105202065,non-significant,Non-diff
recombining,lg1,LOC105202066,non-significant,Non-diff
recombining,lg1,LOC105202067,non-significant,Non-diff
recombining,lg1,LOC105202068,non-significant,Non-diff
recombining,lg1,LOC105202069,non-significant,Non-diff
recombining,lg1,LOC105202071,non-significant,Non-diff
recombining,lg1,LOC105202072,non-significant,Non-diff
recombining,lg1,LOC105202073,non-significant,Non-diff
recombining,lg1,LOC105202074,non-significant,Non-diff
recombining,lg1,LOC105202076,non-significant,Non-diff
recombining,lg1,LOC105202077,non-significant,Non-diff
recombining,lg1,LOC105202078,non-significant,Non-diff
recombining,lg1,LOC105202079,non-significant,Non-diff
recombining,lg1,LOC105202080,non-significant,Non-diff
recombining,lg1,LOC105202081,non-significant,Non-diff
recombining,lg1,LOC105202082,non-significant,Non-diff
recombining,lg1,LOC105202083,non-significant,Non-diff
recombining,lg1,LOC105202084,non-significant,Non-diff
recombining,lg1,LOC105202086,non-significant,Non-diff
recombining,lg1,LOC105202088,non-significant,Non-diff
recombining,lg1,LOC105202089,non-significant,Non-diff
recombining,lg1,LOC105202090,non-significant,Non-diff
recombining,lg1,LOC105202091,non-significant,Non-diff
recombining,lg1,LOC105202092,non-significant,Non-diff
recombining,lg1,LOC105202093,non-significant,Non-diff
recombining,lg1,LOC105202094,non-significant,Non-diff
recombining,lg1,LOC105202096,non-significant,Non-diff
recombining,lg1,LOC105202097,non-significant,Non-diff
recombining,lg1,LOC105202098,non-significant,Non-diff
recombining,lg1,LOC105202099,non-significant,Non-diff
recombining,lg1,LOC105202100,non-significant,Non-diff
recombining,lg1,LOC105202101,significant,Mono
recombining,lg1,LOC105202102,non-significant,Non-diff
recombining,lg1,LOC105202103,non-significant,Non-diff
recombining,lg1,LOC105202105,non-significant,Non-diff
recombining,lg1,LOC105202106,non-significant,Non-diff
recombining,lg1,LOC105202107,non-significant,Non-diff
recombining,lg1,LOC105202108,non-significant,Non-diff
recombining,lg1,LOC105202109,non-significant,Non-diff
recombining,lg1,LOC105202110,non-significant,Non-diff
recombining,lg1,LOC105202111,non-significant,Non-diff
recombining,lg1,LOC105202112,non-significant,Non-diff
recombining,lg1,LOC105202113,non-significant,Non-diff
recombining,lg1,LOC105202115,non-significant,Non-diff
recombining,lg1,LOC105202116,non-significant,Non-diff
recombining,lg1,LOC105202117,non-significant,Non-diff
recombining,lg1,LOC105202118,non-significant,Non-diff
recombining,lg1,LOC105202119,non-significant,Non-diff
recombining,lg1,LOC105202120,non-significant,Non-diff
recombining,lg1,LOC105202121,non-significant,Non-diff
recombining,lg1,LOC105202122,non-significant,Non-diff
recombining,lg1,LOC105202123,non-significant,Non-diff
recombining,lg1,LOC105202124,non-significant,Non-diff
recombining,lg1,LOC105202126,non-significant,Non-diff
recombining,lg1,Trnar-acg,non-significant,Non-diff
recombining,lg1,LOC105193254,non-significant,Non-diff
recombining,lg1,LOC105193255,non-significant,Non-diff
recombining,lg1,LOC105193256,non-significant,Non-diff
recombining,lg1,LOC105193257,non-significant,Non-diff
recombining,lg1,LOC105193258,non-significant,Non-diff
recombining,lg1,LOC105193259,non-significant,Non-diff
recombining,lg1,LOC105193260,non-significant,Non-diff
recombining,lg1,LOC105193261,non-significant,Non-diff
recombining,lg1,LOC105193262,non-significant,Non-diff
recombining,lg1,LOC105193263,non-significant,Non-diff
recombining,lg1,LOC105193264,non-significant,Non-diff
recombining,lg1,LOC105193267,non-significant,Non-diff
recombining,lg1,LOC105193268,non-significant,Non-diff
recombining,lg1,LOC105193269,non-significant,Non-diff
recombining,lg1,LOC105193270,non-significant,Non-diff
recombining,lg1,LOC105193271,significant,Poly
recombining,lg1,LOC105193272,non-significant,Non-diff
recombining,lg1,LOC105193273,non-significant,Non-diff
recombining,lg1,LOC105193274,non-significant,Non-diff
recombining,lg1,LOC105193275,non-significant,Non-diff
recombining,lg1,LOC105193276,non-significant,Non-diff
recombining,lg1,LOC105193277,non-significant,Non-diff
recombining,lg1,LOC105193278,non-significant,Non-diff
recombining,lg1,LOC105193279,non-significant,Non-diff
recombining,lg1,LOC105193280,non-significant,Non-diff
recombining,lg1,LOC105193281,non-significant,Non-diff
recombining,lg1,LOC105193282,non-significant,Non-diff
recombining,lg1,LOC105193283,non-significant,Non-diff
recombining,lg1,LOC105193284,non-significant,Non-diff
recombining,lg1,LOC105193285,non-significant,Non-diff
recombining,lg1,LOC105193286,non-significant,Non-diff
recombining,lg1,LOC105193287,non-significant,Non-diff
recombining,lg1,LOC105193288,non-significant,Non-diff
recombining,lg1,LOC105193290,non-significant,Non-diff
recombining,lg1,LOC105193291,non-significant,Non-diff
recombining,lg1,LOC105193292,non-significant,Non-diff
recombining,lg1,LOC105193293,non-significant,Non-diff
recombining,lg1,LOC105193294,non-significant,Non-diff
recombining,lg1,LOC105193295,significant,Poly
recombining,lg1,LOC105193296,non-significant,Non-diff
recombining,lg1,LOC105193298,non-significant,Non-diff
recombining,lg1,LOC105193299,non-significant,Non-diff
recombining,lg1,LOC105193300,non-significant,Non-diff
recombining,lg1,LOC105193301,non-significant,Non-diff
recombining,lg1,LOC105193302,non-significant,Non-diff
recombining,lg1,LOC105193303,non-significant,Non-diff
recombining,lg1,LOC105193304,non-significant,Non-diff
recombining,lg1,LOC105193305,non-significant,Non-diff
recombining,lg1,LOC105193306,non-significant,Non-diff
recombining,lg1,LOC105193307,non-significant,Non-diff
recombining,lg1,LOC105193308,non-significant,Non-diff
recombining,lg1,LOC105193309,non-significant,Non-diff
recombining,lg1,LOC105193310,non-significant,Non-diff
recombining,lg1,LOC105193311,non-significant,Non-diff
recombining,lg1,LOC105193312,non-significant,Non-diff
recombining,lg1,LOC105193313,non-significant,Non-diff
recombining,lg1,LOC105193314,non-significant,Non-diff
recombining,lg1,LOC105193316,non-significant,Non-diff
recombining,lg1,LOC105203727,non-significant,Non-diff
recombining,lg1,LOC105203728,non-significant,Non-diff
recombining,lg1,LOC105203729,non-significant,Non-diff
recombining,lg1,LOC105203730,non-significant,Non-diff
recombining,lg1,LOC105203731,non-significant,Non-diff
recombining,lg1,LOC105203732,non-significant,Non-diff
recombining,lg1,LOC105203734,non-significant,Non-diff
recombining,lg1,LOC105203735,non-significant,Non-diff
recombining,lg1,LOC105203736,non-significant,Non-diff
recombining,lg1,LOC105203737,non-significant,Non-diff
recombining,lg1,LOC105203738,non-significant,Non-diff
recombining,lg1,LOC105203739,non-significant,Non-diff
recombining,lg1,LOC105203740,non-significant,Non-diff
recombining,lg1,LOC105203742,non-significant,Non-diff
recombining,lg1,LOC105203743,non-significant,Non-diff
recombining,lg1,LOC105203744,non-significant,Non-diff
recombining,lg1,LOC105203745,non-significant,Non-diff
recombining,lg1,LOC105203746,non-significant,Non-diff
recombining,lg1,LOC105203747,non-significant,Non-diff
recombining,lg1,LOC105203748,non-significant,Non-diff
recombining,lg1,LOC105203750,non-significant,Non-diff
recombining,lg1,LOC105203751,non-significant,Non-diff
recombining,lg1,LOC105203752,non-significant,Non-diff
recombining,lg1,LOC105203753,non-significant,Non-diff
recombining,lg1,LOC105203754,non-significant,Non-diff
recombining,lg1,LOC105203755,non-significant,Non-diff
recombining,lg1,LOC105203756,non-significant,Non-diff
recombining,lg1,LOC105203757,non-significant,Non-diff
recombining,lg1,LOC105203758,non-significant,Non-diff
recombining,lg1,LOC105203759,non-significant,Non-diff
recombining,lg1,LOC105203761,non-significant,Non-diff
recombining,lg1,LOC105203762,non-significant,Non-diff
recombining,lg1,LOC105203763,non-significant,Non-diff
recombining,lg1,LOC105203764,non-significant,Non-diff
recombining,lg1,LOC105194735,non-significant,Non-diff
recombining,lg1,LOC105194736,non-significant,Non-diff
recombining,lg1,LOC105194737,non-significant,Non-diff
recombining,lg1,LOC105194739,significant,Poly
recombining,lg1,LOC105194740,non-significant,Non-diff
recombining,lg1,LOC105194741,non-significant,Non-diff
recombining,lg1,LOC105194742,non-significant,Non-diff
