refseq_id,body_part,median_expression,littleb_expression,bigB_expression,sample_id,population,total_expression,lfc_SB-Sb,significant
LOC105193110,whole_body_queen_taiwan,0.973101132448779,0,1.03199484332629,SBSb-virgin-queens-1,taiwan,1.03199484332629,1.02289674093044,no
LOC105193110,whole_body_queen_taiwan,0.973101132448779,0,0.914207421571271,SBSb-virgin-queens-2,taiwan,0.914207421571271,0.936747167263155,no
LOC105193110,whole_body_queen_taiwan,0.973101132448779,1,1,SBSb-virgin-queens-3,taiwan,2,0,no
LOC105193110,whole_body_queen_taiwan,0.973101132448779,0.911797276362229,0,SBSb-virgin-queens-4,taiwan,0.911797276362229,-0.934929550571406,no
LOC105193112,whole_body_queen_taiwan,131.403503344755,69.3348476697214,61.9196905995772,SBSb-virgin-queens-1,taiwan,131.254538269299,-0.160728078731268,no
LOC105193112,whole_body_queen_taiwan,131.403503344755,70.2083902798916,61.344078140319,SBSb-virgin-queens-4,taiwan,131.552468420211,-0.191794710127139,no
LOC105193112,whole_body_queen_taiwan,131.403503344755,81.747744191266,60.3376898237039,SBSb-virgin-queens-2,taiwan,142.08543401497,-0.431946151699753,no
LOC105193112,whole_body_queen_taiwan,131.403503344755,63,58,SBSb-virgin-queens-3,taiwan,121,-0.117356950638159,no
LOC105193113,whole_body_queen_taiwan,48.9411901439757,29.8673189961877,28.895855613136,SBSb-virgin-queens-1,taiwan,58.7631746093237,-0.046134680930744,no
LOC105193113,whole_body_queen_taiwan,48.9411901439757,25,17,SBSb-virgin-queens-3,taiwan,42,-0.53051471669878,no
LOC105193113,whole_body_queen_taiwan,48.9411901439757,25.5303237381424,17.3960818606875,SBSb-virgin-queens-4,taiwan,42.9264055988299,-0.528243757571268,no
LOC105193113,whole_body_queen_taiwan,48.9411901439757,26.6155446204122,28.3404300687094,SBSb-virgin-queens-2,taiwan,54.9559746891216,0.0874094382039781,no
LOC105193114,whole_body_queen_taiwan,41.0016251920387,24.5338691754399,12.3839381199154,SBSb-virgin-queens-1,taiwan,36.9178072953553,-0.931909487221957,no
LOC105193114,whole_body_queen_taiwan,41.0016251920387,30.4177652804711,21.9409781177105,SBSb-virgin-queens-2,taiwan,52.3587433981816,-0.453653662783751,no
LOC105193114,whole_body_queen_taiwan,41.0016251920387,26,14,SBSb-virgin-queens-3,taiwan,40,-0.84799690655495,no
LOC105193114,whole_body_queen_taiwan,41.0016251920387,27.3539182908669,14.6493320932105,SBSb-virgin-queens-4,taiwan,42.0032503840774,-0.857447033306944,no
LOC105193116,whole_body_queen_taiwan,26.2797992971902,12.3572171451914,10.056281637284,SBSb-virgin-queens-2,taiwan,22.4134987824754,-0.272753195558287,no
LOC105193116,whole_body_queen_taiwan,26.2797992971902,7.46682974904692,8.25595874661029,SBSb-virgin-queens-1,taiwan,15.7227884956572,0.128560554780292,no
LOC105193116,whole_body_queen_taiwan,26.2797992971902,18,23,SBSb-virgin-queens-3,taiwan,41,0.337034987277571,no
LOC105193116,whole_body_queen_taiwan,26.2797992971902,16.4123509745201,13.7337488373849,SBSb-virgin-queens-4,taiwan,30.146099811905,-0.240986450741444,no
LOC105193117,whole_body_queen_taiwan,63.4331649617374,36.267458781085,47.4717627930092,SBSb-virgin-queens-1,taiwan,83.7392215740942,0.379228103609913,no
LOC105193117,whole_body_queen_taiwan,63.4331649617374,28.5166549504416,30.168844911852,SBSb-virgin-queens-2,taiwan,58.6854998622936,0.0785754574308946,no
LOC105193117,whole_body_queen_taiwan,63.4331649617374,33.7364992254025,31.1298306980724,SBSb-virgin-queens-4,taiwan,64.8663299234748,-0.112538986486737,no
LOC105193117,whole_body_queen_taiwan,63.4331649617374,27,35,SBSb-virgin-queens-3,taiwan,62,0.362570079384708,no
LOC105193118,whole_body_queen_taiwan,21.6473044360719,8.53351971319648,12.3839381199154,SBSb-virgin-queens-1,taiwan,20.9174578331119,0.489421829084868,no
LOC105193118,whole_body_queen_taiwan,21.6473044360719,11.4066619801766,10.9704890588553,SBSb-virgin-queens-2,taiwan,22.3771510390319,-0.0516329143759571,no
LOC105193118,whole_body_queen_taiwan,21.6473044360719,10,10,SBSb-virgin-queens-3,taiwan,20,0,no
LOC105193118,whole_body_queen_taiwan,21.6473044360719,14.5887564217957,12.8181655815592,SBSb-virgin-queens-4,taiwan,27.4069220033549,-0.173939738278258,no
LOC105193119,whole_body_queen_taiwan,4.38385696757656,1,2,SBSb-virgin-queens-3,taiwan,3,0.584962500721156,no
LOC105193119,whole_body_queen_taiwan,4.38385696757656,2.13337992829912,2.06398968665257,SBSb-virgin-queens-1,taiwan,4.19736961495169,-0.0323082686642103,no
LOC105193119,whole_body_queen_taiwan,4.38385696757656,1.90111033002944,3.65682968628509,SBSb-virgin-queens-2,taiwan,5.55794001631453,0.682742956926329,no
LOC105193119,whole_body_queen_taiwan,4.38385696757656,1.82359455272446,2.74674976747697,SBSb-virgin-queens-4,taiwan,4.57034432020143,0.408106685094492,no
LOC105193120,whole_body_queen_taiwan,3.92795832939545,1.90111033002944,3.65682968628509,SBSb-virgin-queens-2,taiwan,5.55794001631453,0.682742956926329,no
LOC105193120,whole_body_queen_taiwan,3.92795832939545,1,2,SBSb-virgin-queens-3,taiwan,3,0.584962500721156,no
LOC105193120,whole_body_queen_taiwan,3.92795832939545,2.13337992829912,2.06398968665257,SBSb-virgin-queens-1,taiwan,4.19736961495169,-0.0323082686642103,no
LOC105193120,whole_body_queen_taiwan,3.92795832939545,0.911797276362229,2.74674976747697,SBSb-virgin-queens-4,taiwan,3.6585470438392,0.97071007767607,no
LOC105193121,whole_body_queen_taiwan,2.432381293293,2.13337992829912,1.03199484332629,SBSb-virgin-queens-1,taiwan,3.16537477162541,-0.624822968913018,no
LOC105193121,whole_body_queen_taiwan,2.432381293293,0.95055516501472,0.914207421571271,SBSb-virgin-queens-2,taiwan,1.86476258658599,-0.0271376335436875,no
LOC105193121,whole_body_queen_taiwan,2.432381293293,2,1,SBSb-virgin-queens-3,taiwan,3,-0.584962500721156,no
LOC105193121,whole_body_queen_taiwan,2.432381293293,1.82359455272446,0,SBSb-virgin-queens-4,taiwan,1.82359455272446,-1.49753294315298,no
LOC105193122,whole_body_queen_taiwan,10.1735317924158,1.82359455272446,4.57791627912829,SBSb-virgin-queens-4,taiwan,6.40151083185274,0.982193337467655,no
LOC105193122,whole_body_queen_taiwan,10.1735317924158,7.60444132011776,2.74262226471381,SBSb-virgin-queens-2,taiwan,10.3470635848316,-1.20103207490962,no
LOC105193122,whole_body_queen_taiwan,10.1735317924158,6,4,SBSb-virgin-queens-3,taiwan,10,-0.485426827170242,no
LOC105193122,whole_body_queen_taiwan,10.1735317924158,13.8669695339443,11.3519432765892,SBSb-virgin-queens-1,taiwan,25.2189128105334,-0.267372567558106,no
LOC105193123,whole_body_queen_taiwan,4.11468222913899,0,3,SBSb-virgin-queens-3,taiwan,3,2,no
LOC105193123,whole_body_queen_taiwan,4.11468222913899,0,6.4090827907796,SBSb-virgin-queens-4,taiwan,6.4090827907796,2.88929495479878,no
LOC105193123,whole_body_queen_taiwan,4.11468222913899,0.95055516501472,0.914207421571271,SBSb-virgin-queens-2,taiwan,1.86476258658599,-0.0271376335436875,no
LOC105193123,whole_body_queen_taiwan,4.11468222913899,2.13337992829912,3.09598452997886,SBSb-virgin-queens-1,taiwan,5.22936445827798,0.386490556626067,no
LOC105193124,whole_body_queen_taiwan,43.4048007537635,40.873872095633,37.4825042844221,SBSb-virgin-queens-2,taiwan,78.3563763800551,-0.121847644028795,no
LOC105193124,whole_body_queen_taiwan,43.4048007537635,10,14,SBSb-virgin-queens-3,taiwan,24,0.447458976971221,no
LOC105193124,whole_body_queen_taiwan,43.4048007537635,25.5303237381424,25.6363311631184,SBSb-virgin-queens-4,taiwan,51.1666549012608,0.00575310179893713,no
LOC105193124,whole_body_queen_taiwan,43.4048007537635,17.067039426393,18.5759071798732,SBSb-virgin-queens-1,taiwan,35.6429466062661,0.115719049042089,no
LOC105193126,whole_body_queen_taiwan,0.97527758250736,0,0.915583255825657,SBSb-virgin-queens-4,taiwan,0.915583255825657,0.937783730098295,no
LOC105193126,whole_body_queen_taiwan,0.97527758250736,0.95055516501472,0,SBSb-virgin-queens-2,taiwan,0.95055516501472,-0.963884800806843,no
LOC105193126,whole_body_queen_taiwan,0.97527758250736,2.13337992829912,1.03199484332629,SBSb-virgin-queens-1,taiwan,3.16537477162541,-0.624822968913018,no
LOC105193126,whole_body_queen_taiwan,0.97527758250736,0,1,SBSb-virgin-queens-3,taiwan,1,1,no
